Submission No,Abstract Title,Primary Category Parent Category,Primary Category,Secondary Category Parent Category,Secondary Category,Speaker ID,First Name,Last Name,session
1147,Altered interactions among resting-state networks in female patients with functional constipation,Novel Imaging Acquisition Methods,BOLD fMRI ,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,1535,Lei,Zhang,Novel Imaging Acquisition Methods
2032,Altered white matter connections and microstructure of the striatum in obsessive-compulsive disorder,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,Novel Imaging Acquisition Methods,Diffusion MRI ,4847,Hyungyou,Park,Disorders of the Nervous System - Psychiatric
2350,An EEG Study on Slow Wave Features Related to Sleep-Dependent Consolidation of Procedural Memory,Learning and Memory,Learning and Memory Other,Modeling and Analysis Methods,EEG/MEG Modeling and Analysis,6331,Khaoula,Louati,Learning and Memory
1806,Brain health and brain-body relationships in healthy individuals,Modeling and Analysis Methods,Modeling and Analysis - Multivariate approaches,Lifespan Development,Aging ,3436,Yizhou,Ma,Modeling and Analysis - Multivariate approaches
1669,Brain Network Integrity and Emotional-Behavioral Symptoms in Youth with Perinatally-acquired HIV,Neuroanatomy,Cortical Anatomy and Brain Mapping,"Social Neuroscience, Emotion and Motivation",Emotion and Motivation Other,3530,Gabriella,Caceres,Neuroanatomy
1753,Causal role of Precuneus in Concreteness Effect,Learning and Memory,Long-Term Memory (Episodic and Semantic),Neuroanatomy,Cortical Anatomy and Brain Mapping,3852,Jing,Yan,Learning and Memory
1567,Cerebral hierarchical functional structure in elders and its association with vascular oxygenation,Lifespan Development,Aging ,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,2400,Hechun,Li,Lifespan Development
2338,"Characterizing effects of age, sex and psychosis symptoms on thalamocortical functional connectivity",Modeling and Analysis Methods,Modeling and Analysis - Connectivity,Neuroanatomy,Normal Development,6303,Anna,Huang,Modeling and Analysis - Connectivity
1574,Characterizing Macrovascular Contributions to Resting-state fMRI,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,2350,Xiaole,Zhong,Modeling and Analysis - Connectivity
1811,Characterizing White Matter Microstructure and Cognition in Healthy Older APOE-Îµ2 and Îµ3 Carriers,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity",Genetics,Genetics Other,4098,Colleen,Lacey,Neuroanatomy
1342,Combining task connectomes can emphasize or deemphasize group differences in predictive modeling,Modeling and Analysis Methods,Classification and Predictive Modeling,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,2285,Javid,Dadashkarimi,Modeling and Analysis - Connectivity
2326,Comparative network analysis of resting-state fMRI and EEG dynamic functional connectomes,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,Novel Imaging Acquisition Methods,Multi-Modal Imaging  ,4513,Francisca,Ayres-Ribeiro,Novel Imaging Acquisition Methods
1516,Correlation Between Common Clinical Clinical Scales and MTR in Cervical Myelopathy,Modeling and Analysis Methods,Image Registration and Computational Anatomy,Novel Imaging Acquisition Methods,Imaging Methods Other,2871,Christian,Smith,Novel Imaging Acquisition Methods
1042,"Cortical Thickness, Surface Area and Volume in the Reading Network of Children with Dyslexia",Language,Reading and Writing,Disorders of the Nervous System,Disorders of the Nervous System - Neurodevelopmental/Early Life,1109,Rita,Barakat,Language
1678,COVID19 effects on brain tissue microstructure: Longitudinal study using diffusion MRI,"Perception, Attention and Motor Behavior",Perception: Multisensory and Crossmodal ,Modeling and Analysis Methods,Diffusion MRI Modeling and Analysis,3562,J. Jean,Chen,"Perception, Attention and Motor Behavior"
2265,Detection of true subgroups in structural MRI using unsupervised learning: Comparison of methods,Modeling and Analysis Methods,Methods Development,Modeling and Analysis Methods,Classification and Predictive Modeling,5922,Lee,Jollans,Modeling and Analysis - Multivariate approaches
2456,Do we care about FreeSurfer version and do we really need T2w images?,Modeling and Analysis Methods,Image Registration and Computational Anatomy,Neuroinformatics and Data Sharing,Workflows,6843,Giulia,Debiasi,Neuroinformatics and Data Sharing
1381,DTI longitudinal data processing method using subject specific template in neuroplasticity project,Novel Imaging Acquisition Methods,Diffusion MRI ,Modeling and Analysis Methods,Motion Correction and Preprocessing,2396,Nikodem,Hryniewicz,Novel Imaging Acquisition Methods
1269,Dynamic effective connectivity in the motor network: investigating temporal changes during tDCS.,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,Brain Stimulation,TDCS   ,2021,Sara,Calzolari,Modeling and Analysis - Connectivity
1315,Effect of ICA Denoising Strategy on Surface-based Task fMRI,Modeling and Analysis Methods,Motion Correction and Preprocessing,Modeling and Analysis Methods,Methods Development,2184,Qunjun,Liang,Modeling and Analysis - Activation
1779,Effects of action magnitude in action representations,Language,Language Comprehension and Semantics,Novel Imaging Acquisition Methods,BOLD fMRI ,5089,Haeil,Park,Language
2297,Effects of prefrontal cortex maturation on verbal memory development,Learning and Memory,Learning and Memory Other,Lifespan Development,"Early life, Adolescence, Aging",4673,Clara,Ekerdt,Learning and Memory
2285,Effects of rhythmic nasal epithelium stimulation on  functional connectivity and consciousness state,"Perception, Attention and Motor Behavior","Sleep, Consciousness, Pain",Modeling and Analysis Methods,Modeling and Analysis - Connectivity,1453,Gabriele,Penazzi,"Sleep, Consciousness, Pain"
2050,Exploring Spatio-Spectral EEG Correlates of Emotional Responses during Piano Playing,"Social Neuroscience, Emotion and Motivation",Emotional Perception,Modeling and Analysis Methods,EEG/MEG Modeling and Analysis,4938,Jachin,Pousson,"Social Neuroscience, Emotion and Motivation"
2522,Finger-tapping task fMRI reliability in a healthy population,Modeling and Analysis Methods,Modeling and Analysis - Activation,Motor Behavior,Motor Behavior Other,7109,Florian,WÃ¼thrich,Modeling and Analysis - Activation
1902,Functional brain network for perisaccadic visual processing,"Perception, Attention and Motor Behavior",Perception: Visual,Modeling and Analysis Methods,EEG/MEG Modeling and Analysis,4442,Amirhossein,Ghaderi,"Perception, Attention and Motor Behavior"
1466,Gender difference in brain activation during social navigation,"Social Neuroscience, Emotion and Motivation",Social Cognition,Modeling and Analysis Methods,Modeling and Analysis - Activation,2639,Kemeng,Chen,"Social Neuroscience, Emotion and Motivation"
1819,Generalized Neural Mass Model for Characterization EEG Dynamics Transition,Modeling and Analysis Methods,EEG/MEG Modeling and Analysis,Modeling and Analysis Methods,Methods Development,4123,sepehr,radmannia,Modeling and Analysis - Activation
2558,Gibbs Sampler Based Brain Temporal Motif Detection,Modeling and Analysis Methods,Methods Development,Modeling and Analysis Methods,Task-Independent and Resting-State Analysis,7191,serdar,aslan,Modeling and Analysis - Activation
2287,High amplitude activity in the default networks shifts locus as a function of anesthetic in rats,"Physiology, Metabolism and Neurotransmission",Neurophysiology of Imaging Signals,Novel Imaging Acquisition Methods,BOLD fMRI ,1419,Wen-Ju,Pan,Software Demonstrations
2270,Improving the Quantification of the Lateral Geniculate Nucleus Using a 3D-Edge Enhancement Technique,Modeling and Analysis Methods,Segmentation and Parcellation,Modeling and Analysis Methods,Methods Development,5904,Mikhail,Lipin,Modeling and Analysis - Activation
2589,Intrinsic Brain Network Connectivity Predicts Individual Strategic Social Conformity Tendency,"Social Neuroscience, Emotion and Motivation",Social Interaction,Modeling and Analysis Methods,Task-Independent and Resting-State Analysis,7360,JuYoung,Kim,"Social Neuroscience, Emotion and Motivation"
1983,Latent variable modeling in neurocognitive and psychological attributes and brain network,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,Higher Cognitive Functions,Higher Cognitive Functions Other,4688,Soyong,Eom,Modeling and Analysis - Connectivity
2580,Locating seed in PCC for rs-fMRI data analysis by using unsupervised machine learning,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,Modeling and Analysis Methods,Methods Development,7301,Mingyi,Li,Modeling and Analysis - Activation
2598,Machine Learning-based Amyloid Pathology Screening Model Using QEEG Sensor Level Imaginary Coherence,Modeling and Analysis Methods,EEG/MEG Modeling and Analysis,Disorders of the Nervous System,Disorders of the Nervous System - Neurodegenerative/Late Life,7410,Taegyun,Jeong,Disorders of the Nervous System - Neurodegenerative/Late Life
2259,Maturational differences in functional connectivity networks of future binge drinkers,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,Lifespan Development,"Early life, Adolescence, Aging",5877,Alberto,del Cerro LeÃ³n,Modeling and Analysis - Connectivity
2465,Measuring associations between periadolescent memory ability and hippocampal functional connectivity,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,Lifespan Development,"Early life, Adolescence, Aging",6385,Lillian,Behm,Lifespan Development
2413,MRS Study of Sertraline Administration in Comparison with Cognitive Behavior Therapy in GAD Patients,Novel Imaging Acquisition Methods,MR Spectroscopy,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,6639,Hossein,Mohammadi,Novel Imaging Acquisition Methods
1358,Network characteristics of brain amyloid beta in the PPMI Parkinson's disease patient cohort,Disorders of the Nervous System,Disorders of the Nervous System - Neurodegenerative/Late Life,Modeling and Analysis Methods,PET Modeling and Analysis,2338,Alexander,Mihaescu,Disorders of the Nervous System - Neurodegenerative/Late Life
2513,Neural differences in social and figurative language processing on the autism spectrum,Disorders of the Nervous System,Disorders of the Nervous System - Neurodevelopmental/Early Life,Language,Language Comprehension and Semantics,5852,William,Graves,Disorders of the Nervous System - Neurodevelopmental/Early Life
1915,Neural Mechanisms of Eye-Gaze Perception in Children as a function of Autism Trait,Novel Imaging Acquisition Methods,EEG ,Disorders of the Nervous System,Disorders of the Nervous System - Neurodevelopmental/Early Life,3058,Shadi,Bagherzadeh-Azbari,Novel Imaging Acquisition Methods
1881,Overcoming bias in representational similarity analysis,Modeling and Analysis Methods,Methods Development,Modeling and Analysis Methods,Modeling and Analysis - Multivariate approaches,4376,Roberto,Viviani,Modeling and Analysis - Multivariate approaches
1658,Perivascular spaces and tau pathophysiology in early Alzheimer's continuum,Novel Imaging Acquisition Methods,Anatomical MRI ,Disorders of the Nervous System,Disorders of the Nervous System - Neurodegenerative/Late Life,3390,Natalia,Vilor-Tejedor,Novel Imaging Acquisition Methods
1601,Prediction of the performance on decision-making behavior using VBM and dynamic regression model,Higher Cognitive Functions,Decision Making,Modeling and Analysis Methods,Classification and Predictive Modeling,3212,Tingting,Zhang,Higher Cognitive Functions
1231,Protection Mechanism in Relatives of Schizophrenia Clients Hinted By a Repeated Long-Term DTI Scans,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,Novel Imaging Acquisition Methods,Diffusion MRI ,1796,Yaron,Caspi,Disorders of the Nervous System - Psychiatric
2647,Pupil diameter and large brain dynamics tracks perceptual change in an ambiguous figure task,Novel Imaging Acquisition Methods,BOLD fMRI ,"Perception, Attention and Motor Behavior",Perception: Visual,7577,Gabriel,Wainstein,Novel Imaging Acquisition Methods
2302,Recurrent deep network ensemble for the prediction of general intelligence from RS-fMRI timeseries,Modeling and Analysis Methods,Classification and Predictive Modeling,Higher Cognitive Functions,Higher Cognitive Functions Other,6138,Bruno,Hebling Vieira,Higher Cognitive Functions
1722,Resting state DMN functional connectivity in collegiate football and basketball players,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,3747,Jadwiga,Rogowska,Modeling and Analysis - Connectivity
2313,RTMS Reveals Significant Pain Relief in Nonspecific CLBP Patients by rs-fMRI Functional Connectivity,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,Brain Stimulation,Non-invasive Magnetic/TMS,3117,Mahboubeh,Masoumbeigi,Modeling and Analysis - Connectivity
1490,"Spontaneous brain activity, graph metrics and head motion predict PTSD psychotherapy response",Novel Imaging Acquisition Methods,BOLD fMRI ,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,2760,Remko,van Lutterveld,Novel Imaging Acquisition Methods
